event_count,event_code,game_time,title,world,accuracy_group
65,4040,51453,Bubble Bath,MAGMAPEAK,NA
66,4070,51557,Bubble Bath,MAGMAPEAK,NA
67,4070,51821,Bubble Bath,MAGMAPEAK,NA
68,4070,52092,Bubble Bath,MAGMAPEAK,NA
69,4070,52368,Bubble Bath,MAGMAPEAK,NA
70,4040,53116,Bubble Bath,MAGMAPEAK,NA
71,4070,53242,Bubble Bath,MAGMAPEAK,NA
72,4070,53525,Bubble Bath,MAGMAPEAK,NA
73,4070,53797,Bubble Bath,MAGMAPEAK,NA
74,4070,54026,Bubble Bath,MAGMAPEAK,NA
75,4070,54268,Bubble Bath,MAGMAPEAK,NA
76,4040,54823,Bubble Bath,MAGMAPEAK,NA
77,4070,54900,Bubble Bath,MAGMAPEAK,NA
78,4070,55217,Bubble Bath,MAGMAPEAK,NA
79,4070,55470,Bubble Bath,MAGMAPEAK,NA
80,4070,55712,Bubble Bath,MAGMAPEAK,NA
81,4040,56229,Bubble Bath,MAGMAPEAK,NA
82,4070,56341,Bubble Bath,MAGMAPEAK,NA
83,4070,56655,Bubble Bath,MAGMAPEAK,NA
84,4070,56940,Bubble Bath,MAGMAPEAK,NA
85,4070,57235,Bubble Bath,MAGMAPEAK,NA
86,4040,57734,Bubble Bath,MAGMAPEAK,NA
87,4070,57885,Bubble Bath,MAGMAPEAK,NA
88,4070,58172,Bubble Bath,MAGMAPEAK,NA
89,4070,58483,Bubble Bath,MAGMAPEAK,NA
90,4070,58753,Bubble Bath,MAGMAPEAK,NA
91,4040,59257,Bubble Bath,MAGMAPEAK,NA
92,4070,59455,Bubble Bath,MAGMAPEAK,NA
93,3021,60982,Bubble Bath,MAGMAPEAK,NA
94,3121,72849,Bubble Bath,MAGMAPEAK,NA
95,2035,72849,Bubble Bath,MAGMAPEAK,NA
96,3021,74045,Bubble Bath,MAGMAPEAK,NA
97,4070,78761,Bubble Bath,MAGMAPEAK,NA
98,3121,78793,Bubble Bath,MAGMAPEAK,NA
99,2030,78793,Bubble Bath,MAGMAPEAK,NA
100,3010,78793,Bubble Bath,MAGMAPEAK,NA
101,4070,78963,Bubble Bath,MAGMAPEAK,NA
102,4070,79253,Bubble Bath,MAGMAPEAK,NA
103,4070,82440,Bubble Bath,MAGMAPEAK,NA
104,4070,82693,Bubble Bath,MAGMAPEAK,NA
105,4070,83427,Bubble Bath,MAGMAPEAK,NA
106,4070,83673,Bubble Bath,MAGMAPEAK,NA
107,4070,84048,Bubble Bath,MAGMAPEAK,NA
108,4070,84389,Bubble Bath,MAGMAPEAK,NA
109,4070,84615,Bubble Bath,MAGMAPEAK,NA
110,4070,84890,Bubble Bath,MAGMAPEAK,NA
111,4070,85114,Bubble Bath,MAGMAPEAK,NA
112,3110,85158,Bubble Bath,MAGMAPEAK,NA
113,3010,85158,Bubble Bath,MAGMAPEAK,NA
114,4230,85406,Bubble Bath,MAGMAPEAK,NA
115,4235,85526,Bubble Bath,MAGMAPEAK,NA
116,4230,85694,Bubble Bath,MAGMAPEAK,NA
117,4235,85919,Bubble Bath,MAGMAPEAK,NA
118,4230,86127,Bubble Bath,MAGMAPEAK,NA
119,4235,86273,Bubble Bath,MAGMAPEAK,NA
120,4230,86454,Bubble Bath,MAGMAPEAK,NA
121,4235,86560,Bubble Bath,MAGMAPEAK,NA
122,4230,86687,Bubble Bath,MAGMAPEAK,NA
123,4235,87109,Bubble Bath,MAGMAPEAK,NA
124,4230,87289,Bubble Bath,MAGMAPEAK,NA
125,4235,88902,Bubble Bath,MAGMAPEAK,NA
126,4220,89189,Bubble Bath,MAGMAPEAK,NA
127,4220,89409,Bubble Bath,MAGMAPEAK,NA
128,4220,89642,Bubble Bath,MAGMAPEAK,NA
129,4220,89874,Bubble Bath,MAGMAPEAK,NA
130,4070,90093,Bubble Bath,MAGMAPEAK,NA
131,3110,90765,Bubble Bath,MAGMAPEAK,NA
132,3010,90765,Bubble Bath,MAGMAPEAK,NA
133,4220,90884,Bubble Bath,MAGMAPEAK,NA
134,4095,91856,Bubble Bath,MAGMAPEAK,NA
135,3110,91856,Bubble Bath,MAGMAPEAK,NA
136,3010,91948,Bubble Bath,MAGMAPEAK,NA
138,2020,93367,Bubble Bath,MAGMAPEAK,NA
137,3110,93367,Bubble Bath,MAGMAPEAK,NA
139,3010,93367,Bubble Bath,MAGMAPEAK,NA
140,4070,95582,Bubble Bath,MAGMAPEAK,NA
141,3110,96034,Bubble Bath,MAGMAPEAK,NA
142,4070,96114,Bubble Bath,MAGMAPEAK,NA
143,4070,96306,Bubble Bath,MAGMAPEAK,NA
144,4070,96629,Bubble Bath,MAGMAPEAK,NA
145,4070,96656,Bubble Bath,MAGMAPEAK,NA
1,2000,0,Bottle Filler (Activity),MAGMAPEAK,NA
2,2020,250,Bottle Filler (Activity),MAGMAPEAK,NA
3,3010,2868,Bottle Filler (Activity),MAGMAPEAK,NA
4,4030,15602,Bottle Filler (Activity),MAGMAPEAK,NA
5,3110,16735,Bottle Filler (Activity),MAGMAPEAK,NA
6,3010,16735,Bottle Filler (Activity),MAGMAPEAK,NA
7,4020,16735,Bottle Filler (Activity),MAGMAPEAK,NA
8,3110,20302,Bottle Filler (Activity),MAGMAPEAK,NA
9,3010,20302,Bottle Filler (Activity),MAGMAPEAK,NA
10,4030,20385,Bottle Filler (Activity),MAGMAPEAK,NA
11,3110,21519,Bottle Filler (Activity),MAGMAPEAK,NA
12,3010,21519,Bottle Filler (Activity),MAGMAPEAK,NA
13,4020,21519,Bottle Filler (Activity),MAGMAPEAK,NA
14,3110,23169,Bottle Filler (Activity),MAGMAPEAK,NA
15,4030,24136,Bottle Filler (Activity),MAGMAPEAK,NA
16,4020,25286,Bottle Filler (Activity),MAGMAPEAK,NA
18,2020,30053,Bottle Filler (Activity),MAGMAPEAK,NA
17,2030,30053,Bottle Filler (Activity),MAGMAPEAK,NA
19,4030,32303,Bottle Filler (Activity),MAGMAPEAK,NA
20,4020,33286,Bottle Filler (Activity),MAGMAPEAK,NA
21,4030,36336,Bottle Filler (Activity),MAGMAPEAK,NA
22,3010,37270,Bottle Filler (Activity),MAGMAPEAK,NA
23,4020,37270,Bottle Filler (Activity),MAGMAPEAK,NA
24,3110,39353,Bottle Filler (Activity),MAGMAPEAK,NA
25,3010,40837,Bottle Filler (Activity),MAGMAPEAK,NA
26,3110,43038,Bottle Filler (Activity),MAGMAPEAK,NA
27,4070,43876,Bottle Filler (Activity),MAGMAPEAK,NA
28,2030,44237,Bottle Filler (Activity),MAGMAPEAK,NA
29,2020,44237,Bottle Filler (Activity),MAGMAPEAK,NA
30,4030,47670,Bottle Filler (Activity),MAGMAPEAK,NA
31,4020,48620,Bottle Filler (Activity),MAGMAPEAK,NA
32,4030,50154,Bottle Filler (Activity),MAGMAPEAK,NA
33,4035,50572,Bottle Filler (Activity),MAGMAPEAK,NA
34,3010,52187,Bottle Filler (Activity),MAGMAPEAK,NA
35,4030,53654,Bottle Filler (Activity),MAGMAPEAK,NA
36,4020,54421,Bottle Filler (Activity),MAGMAPEAK,NA
37,3110,56604,Bottle Filler (Activity),MAGMAPEAK,NA
38,2030,57787,Bottle Filler (Activity),MAGMAPEAK,NA
39,2020,57787,Bottle Filler (Activity),MAGMAPEAK,NA
40,4030,62038,Bottle Filler (Activity),MAGMAPEAK,NA
41,4020,62971,Bottle Filler (Activity),MAGMAPEAK,NA
42,4070,64421,Bottle Filler (Activity),MAGMAPEAK,NA
43,4070,65071,Bottle Filler (Activity),MAGMAPEAK,NA
44,2030,67722,Bottle Filler (Activity),MAGMAPEAK,NA
45,2020,67722,Bottle Filler (Activity),MAGMAPEAK,NA
46,4030,71572,Bottle Filler (Activity),MAGMAPEAK,NA
47,4020,72505,Bottle Filler (Activity),MAGMAPEAK,NA
48,4030,73855,Bottle Filler (Activity),MAGMAPEAK,NA
49,3010,76079,Bottle Filler (Activity),MAGMAPEAK,NA
50,4035,76306,Bottle Filler (Activity),MAGMAPEAK,NA
51,3110,78255,Bottle Filler (Activity),MAGMAPEAK,NA
52,2030,79455,Bottle Filler (Activity),MAGMAPEAK,NA
53,2020,79455,Bottle Filler (Activity),MAGMAPEAK,NA
54,4030,95423,Bottle Filler (Activity),MAGMAPEAK,NA
55,4020,96356,Bottle Filler (Activity),MAGMAPEAK,NA
56,4030,111374,Bottle Filler (Activity),MAGMAPEAK,NA
57,3010,112191,Bottle Filler (Activity),MAGMAPEAK,NA
58,4020,112191,Bottle Filler (Activity),MAGMAPEAK,NA
59,3110,113841,Bottle Filler (Activity),MAGMAPEAK,NA
60,4030,116208,Bottle Filler (Activity),MAGMAPEAK,NA
61,4020,117442,Bottle Filler (Activity),MAGMAPEAK,NA
62,3010,120025,Bottle Filler (Activity),MAGMAPEAK,NA
63,3110,124458,Bottle Filler (Activity),MAGMAPEAK,NA
64,2030,125641,Bottle Filler (Activity),MAGMAPEAK,NA
65,2020,125641,Bottle Filler (Activity),MAGMAPEAK,NA
66,4030,128541,Bottle Filler (Activity),MAGMAPEAK,NA
67,4020,129325,Bottle Filler (Activity),MAGMAPEAK,NA
68,4030,130208,Bottle Filler (Activity),MAGMAPEAK,NA
69,4035,130535,Bottle Filler (Activity),MAGMAPEAK,NA
70,3010,132892,Bottle Filler (Activity),MAGMAPEAK,NA
71,3110,135075,Bottle Filler (Activity),MAGMAPEAK,NA
72,2030,136259,Bottle Filler (Activity),MAGMAPEAK,NA
73,2020,136259,Bottle Filler (Activity),MAGMAPEAK,NA
74,4030,150043,Bottle Filler (Activity),MAGMAPEAK,NA
75,4020,150810,Bottle Filler (Activity),MAGMAPEAK,NA
76,4030,152021,Bottle Filler (Activity),MAGMAPEAK,NA
77,4035,152361,Bottle Filler (Activity),MAGMAPEAK,NA
78,4030,153426,Bottle Filler (Activity),MAGMAPEAK,NA
79,4020,154476,Bottle Filler (Activity),MAGMAPEAK,NA
80,4030,155243,Bottle Filler (Activity),MAGMAPEAK,NA
81,4035,155721,Bottle Filler (Activity),MAGMAPEAK,NA
82,4030,157097,Bottle Filler (Activity),MAGMAPEAK,NA
83,3010,158045,Bottle Filler (Activity),MAGMAPEAK,NA
84,3110,160228,Bottle Filler (Activity),MAGMAPEAK,NA
85,3010,160727,Bottle Filler (Activity),MAGMAPEAK,NA
86,4020,160727,Bottle Filler (Activity),MAGMAPEAK,NA
87,2030,161430,Bottle Filler (Activity),MAGMAPEAK,NA
88,2020,161430,Bottle Filler (Activity),MAGMAPEAK,NA
89,3110,161430,Bottle Filler (Activity),MAGMAPEAK,NA
90,4030,163900,Bottle Filler (Activity),MAGMAPEAK,NA
91,3010,164677,Bottle Filler (Activity),MAGMAPEAK,NA
92,4020,164677,Bottle Filler (Activity),MAGMAPEAK,NA
93,3110,167227,Bottle Filler (Activity),MAGMAPEAK,NA
94,4030,168698,Bottle Filler (Activity),MAGMAPEAK,NA
95,4020,169560,Bottle Filler (Activity),MAGMAPEAK,NA
96,4030,173077,Bottle Filler (Activity),MAGMAPEAK,NA
97,3010,173133,Bottle Filler (Activity),MAGMAPEAK,NA
98,4020,174277,Bottle Filler (Activity),MAGMAPEAK,NA
99,3110,177561,Bottle Filler (Activity),MAGMAPEAK,NA
100,3010,177844,Bottle Filler (Activity),MAGMAPEAK,NA
101,2030,178761,Bottle Filler (Activity),MAGMAPEAK,NA
102,2020,178761,Bottle Filler (Activity),MAGMAPEAK,NA
103,3110,178761,Bottle Filler (Activity),MAGMAPEAK,NA
104,4030,181661,Bottle Filler (Activity),MAGMAPEAK,NA
105,3010,182878,Bottle Filler (Activity),MAGMAPEAK,NA
106,4020,182878,Bottle Filler (Activity),MAGMAPEAK,NA
107,4030,182911,Bottle Filler (Activity),MAGMAPEAK,NA
108,4035,183780,Bottle Filler (Activity),MAGMAPEAK,NA
109,4030,184536,Bottle Filler (Activity),MAGMAPEAK,NA
110,3110,184536,Bottle Filler (Activity),MAGMAPEAK,NA
111,4035,185989,Bottle Filler (Activity),MAGMAPEAK,NA
112,3010,186461,Bottle Filler (Activity),MAGMAPEAK,NA
113,3110,188645,Bottle Filler (Activity),MAGMAPEAK,NA
114,2030,189828,Bottle Filler (Activity),MAGMAPEAK,NA
115,2020,189828,Bottle Filler (Activity),MAGMAPEAK,NA
116,4030,198045,Bottle Filler (Activity),MAGMAPEAK,NA
117,3010,198845,Bottle Filler (Activity),MAGMAPEAK,NA
118,4020,198845,Bottle Filler (Activity),MAGMAPEAK,NA
119,4030,199713,Bottle Filler (Activity),MAGMAPEAK,NA
120,3110,200962,Bottle Filler (Activity),MAGMAPEAK,NA
121,3010,202413,Bottle Filler (Activity),MAGMAPEAK,NA
122,4035,202863,Bottle Filler (Activity),MAGMAPEAK,NA
123,3110,206846,Bottle Filler (Activity),MAGMAPEAK,NA
124,2030,208046,Bottle Filler (Activity),MAGMAPEAK,NA
125,2020,208046,Bottle Filler (Activity),MAGMAPEAK,NA
126,4030,211713,Bottle Filler (Activity),MAGMAPEAK,NA
127,4020,212429,Bottle Filler (Activity),MAGMAPEAK,NA
128,4030,215730,Bottle Filler (Activity),MAGMAPEAK,NA
129,4020,216563,Bottle Filler (Activity),MAGMAPEAK,NA
130,4030,219513,Bottle Filler (Activity),MAGMAPEAK,NA
131,2030,220330,Bottle Filler (Activity),MAGMAPEAK,NA
132,2020,220330,Bottle Filler (Activity),MAGMAPEAK,NA
133,3010,220497,Bottle Filler (Activity),MAGMAPEAK,NA
134,4020,220497,Bottle Filler (Activity),MAGMAPEAK,NA
135,3110,222613,Bottle Filler (Activity),MAGMAPEAK,NA
136,4070,223447,Bottle Filler (Activity),MAGMAPEAK,NA
137,3010,224063,Bottle Filler (Activity),MAGMAPEAK,NA
138,3110,226264,Bottle Filler (Activity),MAGMAPEAK,NA
139,2030,227464,Bottle Filler (Activity),MAGMAPEAK,NA
140,2020,227464,Bottle Filler (Activity),MAGMAPEAK,NA
141,4030,229497,Bottle Filler (Activity),MAGMAPEAK,NA
142,4020,230464,Bottle Filler (Activity),MAGMAPEAK,NA
143,4030,232381,Bottle Filler (Activity),MAGMAPEAK,NA
144,4035,232782,Bottle Filler (Activity),MAGMAPEAK,NA
145,4030,233897,Bottle Filler (Activity),MAGMAPEAK,NA
146,4035,234261,Bottle Filler (Activity),MAGMAPEAK,NA
147,2030,235231,Bottle Filler (Activity),MAGMAPEAK,NA
148,2020,235231,Bottle Filler (Activity),MAGMAPEAK,NA
149,4030,235267,Bottle Filler (Activity),MAGMAPEAK,NA
150,3010,236214,Bottle Filler (Activity),MAGMAPEAK,NA
151,4020,236214,Bottle Filler (Activity),MAGMAPEAK,NA
152,4070,237864,Bottle Filler (Activity),MAGMAPEAK,NA
153,3110,237864,Bottle Filler (Activity),MAGMAPEAK,NA
154,2030,240981,Bottle Filler (Activity),MAGMAPEAK,NA
155,2020,240981,Bottle Filler (Activity),MAGMAPEAK,NA
156,4030,242365,Bottle Filler (Activity),MAGMAPEAK,NA
157,3010,243319,Bottle Filler (Activity),MAGMAPEAK,NA
158,4020,243319,Bottle Filler (Activity),MAGMAPEAK,NA
159,4030,245681,Bottle Filler (Activity),MAGMAPEAK,NA
160,3110,245882,Bottle Filler (Activity),MAGMAPEAK,NA
161,4035,246449,Bottle Filler (Activity),MAGMAPEAK,NA
162,4030,247472,Bottle Filler (Activity),MAGMAPEAK,NA
163,4020,248515,Bottle Filler (Activity),MAGMAPEAK,NA
164,4030,251532,Bottle Filler (Activity),MAGMAPEAK,NA
165,2030,252298,Bottle Filler (Activity),MAGMAPEAK,NA
166,2020,252298,Bottle Filler (Activity),MAGMAPEAK,NA
167,3010,252350,Bottle Filler (Activity),MAGMAPEAK,NA
168,4020,252350,Bottle Filler (Activity),MAGMAPEAK,NA
169,4070,254466,Bottle Filler (Activity),MAGMAPEAK,NA
170,3110,254861,Bottle Filler (Activity),MAGMAPEAK,NA
171,4070,255899,Bottle Filler (Activity),MAGMAPEAK,NA
172,3010,255899,Bottle Filler (Activity),MAGMAPEAK,NA
173,3110,260366,Bottle Filler (Activity),MAGMAPEAK,NA
175,2020,261551,Bottle Filler (Activity),MAGMAPEAK,NA
174,2030,261551,Bottle Filler (Activity),MAGMAPEAK,NA
176,4030,264866,Bottle Filler (Activity),MAGMAPEAK,NA
177,4020,265699,Bottle Filler (Activity),MAGMAPEAK,NA
178,4030,268883,Bottle Filler (Activity),MAGMAPEAK,NA
179,3010,269983,Bottle Filler (Activity),MAGMAPEAK,NA
180,4020,269983,Bottle Filler (Activity),MAGMAPEAK,NA
181,3110,271633,Bottle Filler (Activity),MAGMAPEAK,NA
183,2020,273733,Bottle Filler (Activity),MAGMAPEAK,NA
182,2030,273733,Bottle Filler (Activity),MAGMAPEAK,NA
184,4030,281267,Bottle Filler (Activity),MAGMAPEAK,NA
185,3010,282307,Bottle Filler (Activity),MAGMAPEAK,NA
186,4020,282307,Bottle Filler (Activity),MAGMAPEAK,NA
187,3110,284396,Bottle Filler (Activity),MAGMAPEAK,NA
188,4030,286817,Bottle Filler (Activity),MAGMAPEAK,NA
189,4020,287667,Bottle Filler (Activity),MAGMAPEAK,NA
190,4070,292184,Bottle Filler (Activity),MAGMAPEAK,NA
192,2020,292436,Bottle Filler (Activity),MAGMAPEAK,NA
191,2030,292436,Bottle Filler (Activity),MAGMAPEAK,NA
193,4030,292726,Bottle Filler (Activity),MAGMAPEAK,NA
194,3010,294967,Bottle Filler (Activity),MAGMAPEAK,NA
195,4020,294967,Bottle Filler (Activity),MAGMAPEAK,NA
196,4030,297388,Bottle Filler (Activity),MAGMAPEAK,NA
197,3110,297519,Bottle Filler (Activity),MAGMAPEAK,NA
198,4035,297915,Bottle Filler (Activity),MAGMAPEAK,NA
199,4070,298668,Bottle Filler (Activity),MAGMAPEAK,NA
200,4030,299001,Bottle Filler (Activity),MAGMAPEAK,NA
201,4020,300051,Bottle Filler (Activity),MAGMAPEAK,NA
202,4030,302761,Bottle Filler (Activity),MAGMAPEAK,NA
203,4020,303751,Bottle Filler (Activity),MAGMAPEAK,NA
204,4030,306652,Bottle Filler (Activity),MAGMAPEAK,NA
205,4020,307585,Bottle Filler (Activity),MAGMAPEAK,NA
207,2020,311352,Bottle Filler (Activity),MAGMAPEAK,NA
206,2030,311352,Bottle Filler (Activity),MAGMAPEAK,NA
208,4030,317274,Bottle Filler (Activity),MAGMAPEAK,NA
209,4020,318352,Bottle Filler (Activity),MAGMAPEAK,NA
210,4030,325923,Bottle Filler (Activity),MAGMAPEAK,NA
211,4020,326953,Bottle Filler (Activity),MAGMAPEAK,NA
212,2030,331736,Bottle Filler (Activity),MAGMAPEAK,NA
213,2020,331736,Bottle Filler (Activity),MAGMAPEAK,NA
214,4030,334628,Bottle Filler (Activity),MAGMAPEAK,NA
215,4020,335504,Bottle Filler (Activity),MAGMAPEAK,NA
216,4030,337942,Bottle Filler (Activity),MAGMAPEAK,NA
217,4035,338641,Bottle Filler (Activity),MAGMAPEAK,NA
218,4030,339687,Bottle Filler (Activity),MAGMAPEAK,NA
219,4020,340854,Bottle Filler (Activity),MAGMAPEAK,NA
220,4030,352057,Bottle Filler (Activity),MAGMAPEAK,NA
221,4020,353024,Bottle Filler (Activity),MAGMAPEAK,NA
223,2020,357788,Bottle Filler (Activity),MAGMAPEAK,NA
222,2030,357788,Bottle Filler (Activity),MAGMAPEAK,NA
224,4030,361908,Bottle Filler (Activity),MAGMAPEAK,NA
225,3010,362855,Bottle Filler (Activity),MAGMAPEAK,NA
226,4020,362855,Bottle Filler (Activity),MAGMAPEAK,NA
227,3110,365514,Bottle Filler (Activity),MAGMAPEAK,NA
228,4070,365941,Bottle Filler (Activity),MAGMAPEAK,NA
229,4030,366889,Bottle Filler (Activity),MAGMAPEAK,NA
230,4020,367788,Bottle Filler (Activity),MAGMAPEAK,NA
232,2020,372558,Bottle Filler (Activity),MAGMAPEAK,NA
231,2030,372558,Bottle Filler (Activity),MAGMAPEAK,NA
233,4030,374939,Bottle Filler (Activity),MAGMAPEAK,NA
234,4020,375739,Bottle Filler (Activity),MAGMAPEAK,NA
235,4030,375870,Bottle Filler (Activity),MAGMAPEAK,NA
236,4035,376360,Bottle Filler (Activity),MAGMAPEAK,NA
237,4030,377286,Bottle Filler (Activity),MAGMAPEAK,NA
238,4035,378352,Bottle Filler (Activity),MAGMAPEAK,NA
239,4030,379834,Bottle Filler (Activity),MAGMAPEAK,NA
240,3010,380975,Bottle Filler (Activity),MAGMAPEAK,NA
241,4020,380975,Bottle Filler (Activity),MAGMAPEAK,NA
242,3110,383091,Bottle Filler (Activity),MAGMAPEAK,NA
243,2030,384768,Bottle Filler (Activity),MAGMAPEAK,NA
244,2020,384768,Bottle Filler (Activity),MAGMAPEAK,NA
245,4070,392552,Bottle Filler (Activity),MAGMAPEAK,NA
246,4070,393061,Bottle Filler (Activity),MAGMAPEAK,NA
247,4070,395901,Bottle Filler (Activity),MAGMAPEAK,NA
248,4070,395901,Bottle Filler (Activity),MAGMAPEAK,NA
249,4070,395901,Bottle Filler (Activity),MAGMAPEAK,NA
250,4070,395901,Bottle Filler (Activity),MAGMAPEAK,NA
1,2000,0,Dino Dive,MAGMAPEAK,NA
2,4010,3464,Dino Dive,MAGMAPEAK,NA
3,3010,5677,Dino Dive,MAGMAPEAK,NA
4,3110,7427,Dino Dive,MAGMAPEAK,NA
5,2060,7427,Dino Dive,MAGMAPEAK,NA
6,3010,7427,Dino Dive,MAGMAPEAK,NA
7,3110,11061,Dino Dive,MAGMAPEAK,NA
8,4070,12144,Dino Dive,MAGMAPEAK,NA
9,4070,12332,Dino Dive,MAGMAPEAK,NA
10,4070,12494,Dino Dive,MAGMAPEAK,NA
11,4070,13977,Dino Dive,MAGMAPEAK,NA
12,4070,14811,Dino Dive,MAGMAPEAK,NA
13,4070,14846,Dino Dive,MAGMAPEAK,NA
14,4070,15111,Dino Dive,MAGMAPEAK,NA
15,4070,15412,Dino Dive,MAGMAPEAK,NA
16,3021,15644,Dino Dive,MAGMAPEAK,NA
17,4070,15927,Dino Dive,MAGMAPEAK,NA
18,4070,16828,Dino Dive,MAGMAPEAK,NA
19,4070,18228,Dino Dive,MAGMAPEAK,NA
20,4070,18545,Dino Dive,MAGMAPEAK,NA
21,4070,18846,Dino Dive,MAGMAPEAK,NA
22,4070,19078,Dino Dive,MAGMAPEAK,NA
23,3121,20313,Dino Dive,MAGMAPEAK,NA
24,3010,20313,Dino Dive,MAGMAPEAK,NA
25,4070,20728,Dino Dive,MAGMAPEAK,NA
26,4070,20761,Dino Dive,MAGMAPEAK,NA
27,4070,21061,Dino Dive,MAGMAPEAK,NA
28,4070,21511,Dino Dive,MAGMAPEAK,NA
29,4070,21511,Dino Dive,MAGMAPEAK,NA
30,4070,21511,Dino Dive,MAGMAPEAK,NA
31,4070,21511,Dino Dive,MAGMAPEAK,NA
32,4070,21561,Dino Dive,MAGMAPEAK,NA
33,3110,21763,Dino Dive,MAGMAPEAK,NA
34,4070,27828,Dino Dive,MAGMAPEAK,NA
35,4070,31819,Dino Dive,MAGMAPEAK,NA
36,4070,32112,Dino Dive,MAGMAPEAK,NA
37,4070,32295,Dino Dive,MAGMAPEAK,NA
38,4070,32579,Dino Dive,MAGMAPEAK,NA
39,4070,32763,Dino Dive,MAGMAPEAK,NA
40,4070,32995,Dino Dive,MAGMAPEAK,NA
41,4070,33179,Dino Dive,MAGMAPEAK,NA
42,4070,36012,Dino Dive,MAGMAPEAK,NA
43,3010,36764,Dino Dive,MAGMAPEAK,NA
44,3110,38195,Dino Dive,MAGMAPEAK,NA
45,4070,38363,Dino Dive,MAGMAPEAK,NA
46,4070,38630,Dino Dive,MAGMAPEAK,NA
47,3021,40813,Dino Dive,MAGMAPEAK,NA
48,4070,41229,Dino Dive,MAGMAPEAK,NA
49,4070,41562,Dino Dive,MAGMAPEAK,NA
50,4070,41829,Dino Dive,MAGMAPEAK,NA
51,3121,45013,Dino Dive,MAGMAPEAK,NA
52,2070,45013,Dino Dive,MAGMAPEAK,NA
53,3010,45013,Dino Dive,MAGMAPEAK,NA
54,2020,45013,Dino Dive,MAGMAPEAK,NA
55,4070,47846,Dino Dive,MAGMAPEAK,NA
56,4070,48046,Dino Dive,MAGMAPEAK,NA
57,4070,48296,Dino Dive,MAGMAPEAK,NA
58,3110,49079,Dino Dive,MAGMAPEAK,NA
59,3010,49079,Dino Dive,MAGMAPEAK,NA
60,4070,51880,Dino Dive,MAGMAPEAK,NA
61,4070,52130,Dino Dive,MAGMAPEAK,NA
62,3110,52316,Dino Dive,MAGMAPEAK,NA
63,3010,52316,Dino Dive,MAGMAPEAK,NA
64,4070,52630,Dino Dive,MAGMAPEAK,NA
65,4070,53498,Dino Dive,MAGMAPEAK,NA
66,4070,53764,Dino Dive,MAGMAPEAK,NA
67,4070,54030,Dino Dive,MAGMAPEAK,NA
68,4070,54830,Dino Dive,MAGMAPEAK,NA
69,4070,55118,Dino Dive,MAGMAPEAK,NA
70,4070,55363,Dino Dive,MAGMAPEAK,NA
71,4070,55580,Dino Dive,MAGMAPEAK,NA
72,4070,56330,Dino Dive,MAGMAPEAK,NA
73,3110,58963,Dino Dive,MAGMAPEAK,NA
74,4020,59949,Dino Dive,MAGMAPEAK,NA
75,4070,60030,Dino Dive,MAGMAPEAK,NA
76,4070,61414,Dino Dive,MAGMAPEAK,NA
77,4070,61631,Dino Dive,MAGMAPEAK,NA
78,4070,62147,Dino Dive,MAGMAPEAK,NA
79,4070,62364,Dino Dive,MAGMAPEAK,NA
80,3020,62447,Dino Dive,MAGMAPEAK,NA
81,4070,62613,Dino Dive,MAGMAPEAK,NA
82,4070,62847,Dino Dive,MAGMAPEAK,NA
83,4070,63047,Dino Dive,MAGMAPEAK,NA
84,3120,67797,Dino Dive,MAGMAPEAK,NA
85,4020,70832,Dino Dive,MAGMAPEAK,NA
86,2030,73331,Dino Dive,MAGMAPEAK,NA
87,3021,76831,Dino Dive,MAGMAPEAK,NA
88,3121,78631,Dino Dive,MAGMAPEAK,NA
89,3010,78631,Dino Dive,MAGMAPEAK,NA
90,2020,78631,Dino Dive,MAGMAPEAK,NA
91,4070,83465,Dino Dive,MAGMAPEAK,NA
92,4070,84615,Dino Dive,MAGMAPEAK,NA
93,3110,84865,Dino Dive,MAGMAPEAK,NA
94,4020,84998,Dino Dive,MAGMAPEAK,NA
95,4070,85132,Dino Dive,MAGMAPEAK,NA
96,2030,87482,Dino Dive,MAGMAPEAK,NA
97,3021,90982,Dino Dive,MAGMAPEAK,NA
98,3121,92765,Dino Dive,MAGMAPEAK,NA
99,3010,92765,Dino Dive,MAGMAPEAK,NA
100,2020,92765,Dino Dive,MAGMAPEAK,NA
101,4070,94799,Dino Dive,MAGMAPEAK,NA
102,4070,95082,Dino Dive,MAGMAPEAK,NA
103,4070,95316,Dino Dive,MAGMAPEAK,NA
104,3110,95532,Dino Dive,MAGMAPEAK,NA
105,3010,95532,Dino Dive,MAGMAPEAK,NA
106,4070,100482,Dino Dive,MAGMAPEAK,NA
107,4070,100482,Dino Dive,MAGMAPEAK,NA
108,4070,100699,Dino Dive,MAGMAPEAK,NA
109,4070,100699,Dino Dive,MAGMAPEAK,NA
110,4070,100932,Dino Dive,MAGMAPEAK,NA
111,4070,100966,Dino Dive,MAGMAPEAK,NA
112,4070,101199,Dino Dive,MAGMAPEAK,NA
113,4070,101199,Dino Dive,MAGMAPEAK,NA
114,4070,101432,Dino Dive,MAGMAPEAK,NA
115,4070,101461,Dino Dive,MAGMAPEAK,NA
116,4070,101683,Dino Dive,MAGMAPEAK,NA
117,4070,101683,Dino Dive,MAGMAPEAK,NA
118,4070,101949,Dino Dive,MAGMAPEAK,NA
119,4070,101949,Dino Dive,MAGMAPEAK,NA
120,4070,102183,Dino Dive,MAGMAPEAK,NA
